# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.7.3
#@/tick	299031
#@/user_id	1dd0fc4f-c87c-47d9-ba60-5efabec58bf4
a 	啊	c=1051 d=1.20603 t=299031
lao shi 	老式	c=1 d=1 t=191805
lao shi 	老是	c=1 d=1 t=292723
lao shi dan 	老石旦	c=1 d=1 t=65427
lao shu 	老鼠	c=2 d=1.9802 t=95263
lao shu ju 	老數據	c=1 d=1 t=83241
lao si 	老四	c=1 d=1 t=223038
lao tou 	老頭	c=1 d=1 t=197817
lao wang 	老王	c=4 d=1.99501 t=136029
lao wu 	勞務	c=1 d=1 t=148110
lao wu 	老五	c=1 d=1 t=172701
lao wu 	老武	c=1 d=1 t=172748
lao wu suo yi 	老无所依	c=1 d=1 t=148111
lao xiang ju 	老鄉居	c=1 d=1 t=117031
lao xiang mu 	老項目	c=13 d=1 t=286000
lao xiao qu 	老小區	c=2 d=1 t=192283
lao xu 	老徐	c=7 d=1 t=219363
lao ye 	姥爺	c=6 d=1 t=272249
lao ye 	老爺	c=1 d=1 t=93242
lao yi tao 	老一套	c=2 d=1.97045 t=265782
lao ying 	老鷹	c=1 d=1 t=25356
lao you ji 	老友記	c=3 d=1 t=249886
lao yuan 	老遠	c=1 d=1 t=213923
lao zao 	老早	c=3 d=1 t=234364
lao zhi 	老值	c=1 d=1 t=85249
lao zhi 	老直	c=1 d=1 t=30671
lao zhuan 	老轉	c=1 d=1 t=149310
lao zi 	勞資	c=1 d=1 t=179576
lao zi 	老子	c=1 d=1 t=179577
lao zong 	老總	c=2 d=1 t=288498
le 	了	c=7474 d=2.86642 t=299031
le 	勒	c=2 d=1 t=231764
le 	樂	c=3 d=1 t=244629
le an 	樂安	c=1 d=1 t=30438
le ba 	了吧	c=4 d=1 t=291668
le e 	了額	c=1 d=1 t=196394
le er 	樂兒	c=1 d=1 t=63387
le ge 	了個	c=3 d=1 t=290516
le le 	樂樂	c=2 d=1 t=230706
le ma 	了嗎	c=66 d=0.00117959 t=299031
le ru 	了入	c=1 d=1 t=44965
le tian 	樂天	c=9 d=1.00929 t=282500
le yi 	了一	c=10 d=1 t=178042
le yi ban 	了一版	c=4 d=1 t=165729
le yi ge 	了一個	c=2 d=1 t=292130
le yi xia 	了一下	c=1 d=1 t=54937
le yi yan 	了一眼	c=1 d=1 t=111842
le yi yang 	了一樣	c=1 d=1 t=131646
lei 	勒	c=1 d=1 t=51652
lei 	淚	c=1 d=1 t=242664
lei 	累	c=18 d=1 t=289260
lei 	類	c=44 d=1.99005 t=295464
lei bi 	類比	c=3 d=2.97516 t=180995
lei biao 	類表	c=2 d=1 t=278398
lei bie 	類別	c=37 d=1.37607 t=211482
lei bie guan li 	類別管理	c=1 d=1 t=14079
lei bing 	累病	c=1 d=1 t=180994
lei gui 	雷鬼	c=1 d=1 t=204717
lei ji 	累計	c=1 d=1 t=138730
lei jun 	雷軍	c=1 d=1 t=138927
lei ke sa si 	雷克薩斯	c=1 d=1 t=251359
lei ku 	類庫	c=1 d=1 t=104663
lei ming 	雷鳴	c=2 d=1 t=258923
lei ming 	類名	c=2 d=1.92774 t=258939
lei mu 	類目	c=69 d=1.48978 t=236404
lei ou 	雷欧	c=3 d=1.99005 t=134739
lei shen 	雷神	c=3 d=1 t=156075
lei si 	累死	c=1 d=1 t=173911
lei si 	類似	c=65 d=0.00740944 t=299031
lei xing 	類型	c=714 d=0.0107269 t=299031
lei xing bu xian 	類型不限	c=1 d=1 t=200196
lei xing de 	類型的	c=2 d=1 t=79624
lei xing ti cao 	類型體操	c=1 d=1 t=242694
lei xing xue 	类型学	c=1 d=1 t=71330
lei xu 	類需	c=3 d=1 t=279785
lei yan 	淚眼	c=1 d=1 t=167815
lei zhe 	累着	c=1 d=1 t=4748
lei zu jian 	類組件	c=2 d=1.96079 t=69075
leng 	冷	c=9 d=1 t=292849
leng jiao 	棱角	c=1 d=1 t=152846
leng jing 	冷靜	c=0 d=0.1 t=223271
leng jing qi 	冷靜期	c=3 d=1.27954 t=223686
leng lian 	冷鏈	c=1 d=1 t=132027
leng men 	冷門	c=1 d=1 t=132156
leng mian 	冷麪	c=0 d=0.1 t=169131
leng qi dong 	冷启动	c=2 d=1.91393 t=245700
leng se diao 	冷色調	c=2 d=1.97045 t=203902
li 	例	c=1 d=1 t=252845
li 	力	c=2 d=1.37908 t=19186
li 	李	c=18 d=1 t=284918
li 	梨	c=2 d=1.98511 t=163097
li 	理	c=6 d=1 t=258591
li 	立	c=4 d=1 t=230673
li 	裏	c=1058 d=6.39694 t=299013
li 	離	c=20 d=0.0523217 t=299031
li 	麗	c=5 d=2.98456 t=224306
li bie 	離別	c=1 d=1.099 t=212791
li bo 	李博	c=1 d=1 t=233233
li bo ya 	李博雅	c=3 d=1 t=106911
li bo yang 	李博陽	c=31 d=1.01094 t=239500
li bu kai 	離不開	c=0 d=0.1 t=203885
li bu kai tian kong de yun 	離不開天空的雲	c=1 d=1 t=203886
li bu ning 	李步寧	c=8 d=0.945919 t=299031
li cheng 	歷城	c=5 d=1 t=283986
li cheng 	歷程	c=1 d=1 t=119046
li cheng bei 	里程碑	c=17 d=1.0008 t=240228
li cheng qu 	歷城區	c=2 d=1.97531 t=283989
li dan 	李旦	c=1 d=1 t=154647
li de 	裏的	c=26 d=1 t=289924
li de 	離得	c=7 d=0.1 t=239049
li de jin 	離得近	c=1 d=1 t=239050
li di 	離地	c=5 d=2.2941e-05 t=299031
li di tie 	離地鐵	c=2 d=0.00023056 t=299031
li di tie zhan 	離地鐵站	c=1 d=1 t=196510
li feng 	李峯	c=2 d=1 t=227433
li gang 	離崗	c=2 d=1.94649 t=53826
li hai 	厲害	c=4 d=2.65209 t=137831
li han 	里閈	c=1 d=1 t=101723
li huan ying 	李煥英	c=2 d=1.00301 t=83380
li hui 	例會	c=6 d=1 t=241961
li hun 	離婚	c=8 d=2.98255 t=241973
li hun xie yi shu 	離婚協議書	c=1 d=1 t=241972
li hun zheng 	離婚證	c=1 d=1 t=223319
li ji 	立即	c=9 d=1 t=298344
li ji zhi xing 	立即執行	c=1 d=1 t=59884
li jia 	離家	c=1 d=1 t=225006
li jia wei 	李佳薇	c=1 d=1 t=216875
li jia xin 	李嘉欣	c=1 d=1 t=138129
li jian 	李健	c=2 d=1 t=242518
li jian ping 	李建平	c=3 d=1 t=31152
li jie 	理解	c=33 d=0.371577 t=299031
li jie 	立傑	c=1 d=1 t=184699
li jie 	離解	c=0 d=0.0367879 t=299031
li jie 	麗姐	c=1 d=1 t=239719
li jie cuo 	理解錯	c=1 d=1 t=48333
li jie cuo le 	離解錯了	c=1 d=0.369723 t=299031
li jie zhong 	理解中	c=1 d=1 t=58121
li jin 	李金	c=1 d=1 t=44585
li kai 	離開	c=15 d=1.46767 t=282089
li ke 	立刻	c=3 d=1.98511 t=273609
li ke qin 	李克勤	c=2 d=1 t=227244
li kou 	力釦	c=1 d=1 t=242870
li li 	李麗	c=4 d=1.99508 t=241623
li li 	麗麗	c=0 d=0.1 t=21255
li li li 	李麗麗	c=19 d=1.00091 t=61101
li li zhen 	李麗珍	c=1 d=1 t=12795
li liang da 	力量大	c=0 d=0.1 t=194628
li lou 	李樓	c=1 d=1 t=48661
li lun 	理論	c=1 d=1 t=288228
li ma 	立馬	c=2 d=1 t=219819
li mi 	釐米	c=2 d=1 t=167428
li mian 	裏面	c=103 d=1 t=298996
li ming 	黎明	c=4 d=1 t=229196
li nan 	李楠	c=4 d=1.46301 t=9956
li ning 	李寧	c=1 d=1 t=3393
li peng 	李鵬	c=1 d=1 t=105801
li pin 	禮品	c=0 d=0.1 t=171061
li pin ka 	禮品卡	c=1 d=1 t=171062
li pu 	離譜	c=5 d=1 t=297956
li qiang 	離牆	c=2 d=1.99501 t=136738
li qiu fu 	李秋福	c=5 d=1.00079 t=226513
li ren 	離人	c=1 d=1 t=118212
li ru 	例如	c=9 d=1 t=298390
li shi 	歷史	c=20 d=1 t=289291
li shi ji lu 	歷史記錄	c=2 d=1 t=134344
li shi shu ju 	历史数据	c=1 d=1 t=50728
li si 	李四	c=2 d=1 t=295634
li tai you 	李太有	c=1 d=1 t=171824
li wen 	李文	c=0 d=0.1 t=6723
li wen ze 	李文澤	c=14 d=1.99501 t=116073
li wo 	離我	c=1 d=1 t=272233
li xi 	立息	c=1 d=1 t=287375
li xia 	李霞	c=1 d=1 t=140455
li xia 	歷下	c=2 d=1 t=276911
li xian 	離線	c=5 d=1 t=246618
li xiang 	理想	c=1 d=1 t=253632
li xiang 	立項	c=2 d=1 t=253631
li xiao wei 	李孝威	c=4 d=2.0419 t=204443
li ya 	利亞	c=0 d=0.1 t=227056
li yi 	李毅	c=7 d=1.99501 t=106109
li yong 	利用	c=17 d=1.99501 t=296680
li yong 	李詠	c=1 d=1 t=62500
li you 	理由	c=8 d=1.00012 t=241122
li you 	裏有	c=1 d=1 t=123162
li yu 	利於	c=1 d=1 t=259188
li zhi 	荔枝	c=1 d=1 t=284502
li zhi 	離職	c=40 d=1.00098 t=262343
li zhi qi zhuang 	理直氣壯	c=1 d=1 t=173631
li zi 	例子	c=9 d=1 t=295838
li zi qi 	李子柒	c=1 d=1 t=138930
lia 	倆	c=20 d=1 t=295213
lia ge 	倆個	c=10 d=0.0948935 t=299031
lia ge yue 	倆個月	c=1 d=1 t=224415
lia jia 	倆家	c=3 d=1 t=225569
lia ren 	倆人	c=1 d=1 t=220820
lia yi 	倆一	c=1 d=1 t=89555
lia yue 	倆月	c=3 d=1 t=297393
lia zhan 	倆站	c=1 d=1 t=238852
lian 	簾	c=0 d=0.1 t=182180
lian 	練	c=3 d=1.07465 t=222249
lian 	聯	c=2 d=1 t=51759
lian 	臉	c=4 d=1 t=254994
lian 	連	c=84 d=1.96079 t=279476
lian 	鏈	c=3 d=0.109489 t=297598
lian ai 	戀愛	c=2 d=1 t=239173
lian ai ri 	戀愛日	c=1 d=1 t=219119
lian bang 	聯邦	c=1 d=0.1 t=110703
lian biao 	鏈表	c=4 d=2.07799 t=296397
lian bo 	連播	c=2 d=1.99501 t=275068
lian bu liao 	連不了	c=1 d=1 t=14602
lian bu shang 	連不上	c=10 d=1 t=265935
lian che 	練車	c=5 d=4.08762 t=277437
lian che fei 	練車費	c=1 d=1 t=277399
lian dai 	連帶	c=2 d=1 t=220912
lian de 	練得	c=1 d=1 t=51758
lian dong 	聯動	c=12 d=1.00002 t=225046
lian fa 	連發	c=1 d=1 t=110881
lian fa ke 	聯發科	c=0 d=2.18221e-05 t=299031
lian he 	聯合	c=18 d=2.15212 t=261424
lian ji 	聯級	c=4 d=1.40133 t=285094
lian ji xuan ze 	聯級選擇	c=1 d=1 t=33737
lian jie 	連接	c=80 d=1 t=296527
lian jie 	鏈接	c=135 d=1.19301 t=296525
lian jie zhong 	鏈接中	c=3 d=1 t=197305
lian ju 	鏈鋸	c=1 d=1 t=217805
lian lu ceng 	鏈路層	c=3 d=2.4817 t=248934
lian luo 	聯絡	c=1 d=1 t=56512
lian ma 	連嗎	c=1 d=1 t=11308
lian meng 	聯盟	c=2 d=0.1 t=297127
lian meng lian 	聯盟鏈	c=1 d=1 t=297128
lian pi 	臉皮	c=2 d=1 t=156317
lian pu 	連鋪	c=1 d=1 t=215240
lian qi lai 	連起來	c=1 d=1 t=196396
lian qing 	戀情	c=1 d=1 t=257764
lian quan 	練拳	c=1 d=1 t=148788
lian ren 	戀人	c=3 d=1.97531 t=216854
lian sai 	聯賽	c=1 d=1 t=170022
lian shang 	臉上	c=2 d=1 t=289933
lian shang 	鏈上	c=2 d=1.00025 t=291591
lian shang de 	鏈上的	c=1 d=1 t=289930
lian shi 	鏈式	c=2 d=1 t=234070
lian shou 	練手	c=1 d=1 t=294314
lian ti 	連體	c=0 d=0.1 t=153103
lian ti zi 	連體字	c=1 d=1 t=153104
lian tian 	連天	c=1 d=1 t=175612
lian tiao 	聯調	c=709 d=0.0241256 t=299031
lian tiao zhong 	聯調中	c=11 d=1.12556 t=234355
lian tong 	聯通	c=17 d=2.81421 t=277042
lian wang 	聯網	c=1 d=1 t=238588
lian wu pi 	戀物癖	c=1 d=1 t=125944
lian xi 	練習	c=8 d=1 t=242680
lian xi 	聯繫	c=47 d=0.348192 t=299031
lian xi fang shi 	聯繫方式	c=1 d=1 t=211528
lian xi le 	聯繫了	c=1 d=1 t=196471
lian xi nin 	聯繫您	c=1 d=1 t=262898
lian xi ren 	聯繫人	c=1 d=1 t=98291
lian xi shang 	聯繫上	c=0 d=0.1 t=128220
lian xian 	連線	c=1 d=1 t=210056
lian xiang 	聯想	c=4 d=1.59156 t=254137
lian xiang dao 	聯想到	c=1 d=1 t=104579
lian xu 	連續	c=7 d=1 t=267198
lian xu de 	連續的	c=1 d=1 t=10917
lian zai 	連載	c=0 d=0.1 t=37175
lian zhe 	連着	c=3 d=1 t=238286
lian zi 	蓮子	c=1 d=1 t=115272
lian zi 	連字	c=1 d=1 t=115273
liang 	亮	c=2 d=1.07208 t=235055
liang 	兩	c=22 d=1 t=295157
liang 	樑	c=1 d=1 t=59566
liang 	涼	c=1 d=1 t=290488
liang 	量	c=14 d=1.98511 t=265848
liang an 	兩岸	c=0 d=0.1 t=80856
liang bai 	兩百	c=1 d=1 t=278136
liang ban 	涼拌	c=1 d=1 t=125960
liang bei 	兩倍	c=1 d=1 t=270168
liang bian 	兩遍	c=2 d=1 t=213805
liang bian 	兩邊	c=6 d=1.44933 t=207661
liang biao 	量標	c=2 d=1.99005 t=182058
liang bu 	兩步	c=1 d=1 t=256402
liang bu 	兩部	c=1 d=1 t=171643
liang bu fen 	兩部分	c=0 d=0.1 t=229401
liang chao wei 	梁朝偉	c=2 d=1 t=192096
liang chu 	兩處	c=1 d=1 t=167688
liang ci 	兩次	c=15 d=1.04505 t=276990
liang cuo 	兩錯	c=1 d=1 t=107842
liang dai 	兩代	c=1 d=1 t=85419
liang dai 	兩袋	c=3 d=1 t=170354
liang di 	兩地	c=1 d=1 t=45924
liang dian 	兩點	c=5 d=1.02837 t=257526
liang dian ban 	兩點半	c=2 d=1 t=262243
liang du 	亮度	c=2 d=1 t=105691
liang duan 	兩端	c=6 d=1.96561 t=248097
liang er 	兩耳	c=2 d=1 t=30125
liang fan 	量販	c=0 d=0.1 t=213438
liang fen 	兩份	c=4 d=1 t=211176
liang ge 	兩個	c=190 d=1.0002 t=298248
liang ge dan yuan 	兩個單元	c=1 d=1 t=213154
liang ge duo yue 	兩個多月	c=1 d=1 t=241090
liang ge jian 	兩個建	c=1 d=1 t=222301
liang ge ren 	兩個人	c=5 d=1 t=262899
liang ge yue 	兩個月	c=2 d=1 t=293279
liang gong 	良工	c=1 d=1 t=142177
liang guo 	量過	c=1 d=1 t=218247
liang hang 	兩行	c=2 d=1.956 t=224608
liang hao 	良好	c=5 d=1 t=116155
liang hu 	兩戶	c=1 d=1 t=213492
liang hua 	樑華	c=3 d=1 t=238892
liang jia 	兩家	c=8 d=1 t=290540
liang jia hui 	梁家輝	c=3 d=1 t=167883
liang ju 	兩居	c=0 d=0.1 t=290977
liang ju shi 	兩居室	c=1 d=1 t=290978
liang kou zi 	兩口子	c=1 d=1 t=239193
liang kuai 	兩塊	c=3 d=1 t=181558
liang kuai 	涼快	c=6 d=1 t=292528
liang kuan 	樑寬	c=1 d=1 t=173803
liang lei 	兩類	c=1 d=1 t=182052
liang liang 	亮亮	c=1 d=1 t=293811
liang liang 	兩兩	c=2 d=1.94649 t=296481
liang liang 	兩輛	c=1 d=1 t=275954
liang lun 	兩輪	c=1 d=1 t=255570
liang nian 	兩年	c=7 d=1 t=288861
liang qi 	涼氣	c=1 d=1 t=242286
liang qian 	兩千	c=1 d=1 t=139771
liang qian duo 	兩千多	c=2 d=1 t=297772
liang shi 	兩室	c=2 d=0.1 t=262764
liang shi liang ting 	兩室兩廳	c=1 d=1 t=133099
liang shui 	涼水	c=1 d=1 t=125979
liang tai 	兩臺	c=2 d=1 t=248822
liang tang 	兩趟	c=1 d=1 t=264118
liang tian 	兩天	c=18 d=1.00059 t=295231
liang tiao 	兩條	c=3 d=1 t=231499
liang ting 	兩廳	c=0 d=0.1 t=133098
liang tou 	兩頭	c=2 d=1 t=268967
liang wan 	兩萬	c=1 d=1 t=213849
liang wei 	兩位	c=2 d=1 t=46668
liang wei xiao shu 	兩位小數	c=2 d=1.99005 t=21189
liang xia 	兩下	c=2 d=1 t=229150
liang xiang 	兩項	c=3 d=1 t=274295
liang xiao shi 	兩小時	c=1 d=1 t=15174
liang yan guang 	樑豔廣	c=13 d=1 t=208217
liang yang 	兩樣	c=0 d=0.1 t=228877
liang yi fu 	晾衣服	c=1 d=1 t=263394
liang yi jia 	晾衣架	c=1 d=0.1 t=208728
liang zhang 	兩張	c=3 d=1 t=170555
liang zhe 	兩者	c=11 d=1 t=289684
liang zhong 	兩種	c=22 d=1 t=298361
liang zhong ke neng 	兩種可能	c=1 d=1 t=137969
liang zhong qing kuang 	兩種情況	c=1 d=1 t=267898
liang zhou 	兩週	c=2 d=0.100026 t=292795
liang zhou qian 	兩週前	c=1 d=1 t=292796
liang zu 	兩組	c=2 d=1 t=253304
liao 	了	c=40 d=1.00008 t=295155
liao 	聊	c=22 d=1 t=260175
liao guo 	聊過	c=1 d=1 t=254088
liao jie 	瞭解	c=64 d=0.000143012 t=299031
liao jie dao 	瞭解到	c=1 d=1 t=290633
liao jie guo 	瞭解過	c=1 d=1 t=122905
liao jie liao jie 	瞭解瞭解	c=7 d=0.0243477 t=299031
liao le 	聊了	c=1 d=1 t=224907
liao liao 	聊聊	c=8 d=1.0973 t=263194
liao ning 	遼寧	c=4 d=1 t=275060
liao tian 	聊天	c=5 d=1 t=231547
liao tian ji lu 	聊天記錄	c=1 d=1 t=61747
liao tian shi 	聊天室	c=1 d=1 t=228671
liao tiao zi 	撂挑子	c=1 d=1 t=116819
liao xiao 	療效	c=0 d=0.1 t=235572
liao yi liao 	聊一聊	c=1 d=1 t=260555
liao yi xia 	聊一下	c=2 d=1 t=231571
lie 	列	c=39 d=1 t=286437
lie biao 	列表	c=280 d=1 t=296566
lie biao jie kou 	列表接口	c=1 d=1 t=181250
lie biao ye 	列表也	c=4 d=1 t=86626
lie biao ye 	列表頁	c=23 d=1.0014 t=229865
lie biao ye mian 	列表頁面	c=6 d=1 t=211006
lie bie 	劣憋	c=1 d=1 t=51474
lie chu 	列出	c=3 d=1 t=237645
lie dui 	列隊	c=0 d=0.1 t=93589
lie ge 	列個	c=1 d=1 t=138806
lie kuan 	列寬	c=3 d=2.898 t=224722
lie pin 	獵聘	c=1 d=1 t=259299
lie qu xian 	列曲線	c=1 d=1 t=22404
lie ru 	列入	c=1 d=1 t=148057
lie shu 	列數	c=8 d=1 t=275173
lie tiao 	列調	c=2 d=1.84366 t=158428
lie xing 	烈性	c=1 d=1 t=232236
lie ying 	獵鷹	c=0 d=0.1 t=54872
lin 	拎	c=0 d=0.1 t=270055
lin 	林	c=3 d=1 t=282852
lin 	臨	c=2 d=1 t=113940
lin chu lai 	拎出來	c=1 d=1 t=270056
lin chuang 	臨牀	c=1 d=1 t=254214
lin feng 	林峯	c=1 d=1 t=224370
lin guo 	鄰國	c=0 d=0.1 t=231863
lin jian wei 	林劍偉	c=1 d=1 t=168182
lin jian wei 	林劍瑋	c=8 d=1.00109 t=241077
lin jin 	臨近	c=2 d=1 t=226383
lin ju 	鄰居	c=37 d=1 t=240929
lin shi 	臨時	c=45 d=2.00589 t=291465
lin shi gong 	臨時工	c=1 d=1 t=193205
lin shi ren wu 	臨時任務	c=7 d=1.99513 t=236765
lin yu 	淋浴	c=2 d=1 t=211255
lin zeng 	林增	c=1 d=1 t=219301
lin zhi xuan 	林志炫	c=1 d=1 t=135858
lin zi xiang 	林子祥	c=4 d=1.99501 t=242434
lin zong 	林總	c=7 d=1.88388 t=223407
ling 	另	c=7 d=1.00001 t=274550
ling 	嶺	c=0 d=0.1 t=99310
ling 	零	c=11 d=1.0002 t=279844
ling 	領	c=29 d=5.00905 t=289022
ling ban 	領班	c=1 d=1 t=230292
ling chen 	凌晨	c=3 d=1.92312 t=170963
ling dang 	鈴鐺	c=1 d=1 t=6637
ling dao 	領導	c=22 d=1.82283 t=294262
ling er 	靈兒	c=0 d=0.1 t=145029
ling feng 	凌風	c=1 d=1 t=267001
ling gan 	靈感	c=2 d=1.00019 t=229493
ling hun 	靈魂	c=2 d=0.1 t=114514
ling hun bai du 	靈魂擺渡	c=1 d=1 t=114515
ling hun yue 	靈魂樂	c=1 d=1 t=99309
ling huo 	靈活	c=4 d=1.68045 t=249526
ling huo yong gong 	靈活用工	c=2 d=1 t=234964
ling ji chu 	零基礎	c=1 d=1 t=297003
ling jiao 	菱角	c=1 d=1 t=152843
ling ke 	領克	c=6 d=1 t=162902
ling le 	領了	c=1 d=1 t=120795
ling qi 	另起	c=5 d=1.98511 t=204456
ling qian 	零錢	c=1 d=1 t=272810
ling qu 	領取	c=1 d=1 t=241202
ling quan 	領券	c=1 d=1 t=6479
ling sheng 	鈴聲	c=2 d=1 t=171255
ling shi 	零時	c=1 d=1 t=225120
ling shi 	零食	c=2 d=1.9802 t=225126
ling shi 	領事	c=1 d=1 t=75997
ling tong 	靈通	c=1 d=1 t=239685
ling wai 	另外	c=7 d=1 t=273384
ling xing 	另行	c=1 d=1 t=247134
ling xing 	菱形	c=1 d=1 t=292271
ling xiu 	領袖	c=1 d=1 t=238041
ling yi 	另一	c=1 d=1 t=60295
ling yi dun 	領一頓	c=1 d=1 t=37645
ling yi ge 	另一個	c=27 d=0.23457 t=299031
ling yi tai 	另一臺	c=1 d=1 t=170820
ling yi zhou 	另一軸	c=1 d=1 t=15620
ling ying 	領英	c=8 d=1 t=250268
ling you 	另有	c=2 d=1 t=167756
ling yu 	領域	c=5 d=1 t=288224
ling yu 	領寓	c=1 d=1 t=262556
ling zheng 	領證	c=1 d=1 t=80711
liu 	六	c=8 d=1.9802 t=290981
liu 	劉	c=41 d=1 t=268316
liu 	流	c=8 d=1.05377 t=216837
liu 	溜	c=2 d=1 t=115055
liu 	留	c=18 d=1 t=289124
liu bai 	留白	c=1 d=1 t=26030
liu bi ti 	流鼻涕	c=1 d=1 t=98369
liu bian xing 	六邊形	c=1 d=1 t=289691
liu ceng 	六層	c=1 d=1 t=14402
liu chan 	流產	c=0 d=0.1 t=167195
liu chan qi 	流產啓	c=1 d=1 t=167196
liu chang 	流暢	c=1 d=1 t=228430
liu cheng 	流程	c=308 d=2.9165 t=293906
liu cheng du 	留程度	c=1 d=1 t=120627
liu cheng pei zhi 	流程配置	c=1 d=1 t=48117
liu cheng she ji qi 	流程設計器	c=2 d=1.00546 t=269858
liu cheng shu 	流程樹	c=1 d=1 t=293850
liu cheng shu li 	流程疏理	c=1 d=1 t=150206
liu cheng tu 	流程圖	c=7 d=1 t=127087
liu da 	溜達	c=1 d=1 t=248606
liu de hua 	劉德華	c=19 d=1 t=229574
liu dian 	六點	c=7 d=1 t=267026
liu dong 	流動	c=1 d=0.1 t=298136
liu dong xin 	流動信	c=1 d=1 t=298137
liu dong xing 	流動性	c=14 d=8.13132 t=298401
liu dong xing chi 	流動性池	c=1 d=1 t=298392
liu dong xing ti gong zhe 	流動性提供者	c=1 d=1 t=298315
liu fang 	劉芳	c=1 d=1 t=175443
liu gei 	留給	c=1 d=1 t=232221
liu geng hong 	劉畊宏	c=1 d=1 t=167896
liu hai 	劉海	c=1 d=1 t=170911
liu hai ping 	劉海屏	c=1 d=1 t=167375
liu hao 	六號	c=0 d=0.1 t=78210
liu huan bin 	劉煥斌	c=2 d=1 t=26123
liu ji 	六級	c=2 d=1.99501 t=230031
liu jia ling 	劉嘉玲	c=2 d=1 t=225438
liu jian 	劉建	c=0 d=0.0571209 t=299031
liu jian yong 	劉建勇	c=2 d=0.574072 t=299031
liu jiang 	柳江	c=0 d=0.1 t=55985
liu jiang tao 	柳江套	c=1 d=1 t=55986
liu jing 	劉婧	c=1 d=1 t=80093
liu lan 	瀏覽	c=5 d=2.8345 t=249123
liu lan qi 	瀏覽器	c=152 d=0.00345063 t=299031
liu lang han 	流浪漢	c=1 d=1 t=211703
liu lao 	劉老	c=0 d=0.1 t=193828
liu lao gen 	劉老根	c=2 d=1.99005 t=193831
liu lao shi 	劉老師	c=3 d=1.00009 t=214184
liu lei 	六類	c=0 d=0.1 t=11097
liu li 	流離	c=0 d=0.1 t=219105
liu li 	琉璃	c=1 d=1 t=130689
liu li suo ai 	流離所愛	c=1 d=1 t=219106
liu lian 	留戀	c=0 d=0.1 t=66051
liu lian qi 	留戀啓	c=1 d=1 t=66052
liu liang 	流量	c=5 d=1 t=293065
liu liu 	六六	c=1 d=1 t=172739
liu lou 	六樓	c=1 d=1 t=218585
liu peng 	劉鵬	c=1 d=1 t=144363
liu peng hao 	劉鵬昊	c=3 d=1.99501 t=150701
liu qi 	六七	c=0 d=0.1 t=195974
liu qu 	六區	c=0 d=0.1 t=232045
liu ri 	六日	c=2 d=1.99005 t=283970
liu shui 	流水	c=4 d=1 t=220110
liu shui hao 	流水號	c=27 d=2.30588 t=84304
liu shui xian 	流水線	c=1 d=1 t=140400
liu tong 	劉通	c=5 d=1.98811 t=92043
liu wen zheng 	劉文正	c=1 d=1 t=227060
liu xiao 	劉曉	c=0 d=0.1 t=184018
liu xiao hui 	劉曉慧	c=1 d=1 t=184019
liu xin qi 	劉馨琪	c=2 d=1 t=196604
liu xing 	流行	c=2 d=1 t=289468
liu xing hu die jian 	流星蝴蝶劍	c=3 d=1.00016 t=179668
liu xu dong 	劉旭東	c=20 d=1 t=143244
liu xue 	劉雪	c=12 d=0.562705 t=299031
liu yan 	流言	c=1 d=1 t=188470
liu yang 	劉洋	c=7 d=1 t=224249
liu yi 	留意	c=0 d=0.1 t=113008
liu yi ge 	留一個	c=1 d=1 t=201302
liu yi ling 	劉義嶺	c=16 d=1 t=206694
liu yi zhe 	留意着	c=1 d=1 t=113009
liu you 	留有	c=2 d=1 t=252482
liu yu 	劉宇	c=1 d=1 t=56836
liu yue 	六月	c=5 d=1.81465 t=237861
liu zai 	留在	c=2 d=1 t=178518
liu zhe 	六哲	c=1 d=1 t=242429
liu zhe 	留着	c=10 d=1.83946 t=265837
liu zheng 	留證	c=1 d=1 t=227021
liu zhi yang 	劉智揚	c=1 d=1 t=169388
liu zhuan 	流轉	c=1 d=1 t=121386
lo chan 	咯產	c=1 d=1 t=222897
long 	龍	c=11 d=1 t=179707
long chang 	隆昌	c=1 d=1 t=244633
long cheng 	龍城	c=2 d=1.93707 t=240295
long dan 	龍膽	c=1 d=0.1 t=143627
long duan 	壟斷	c=1 d=1 t=132274
long fei 	龍飛	c=1 d=1 t=149411
long ge 	龍哥	c=6 d=1 t=285559
long gu 	龍骨	c=0 d=0.1 t=134585
long hu 	嚨胡	c=1 d=1 t=269296
long hu 	龍湖	c=1 d=1 t=269297
long hu 	龍虎	c=2 d=1 t=242598
long kuang 	龍框	c=2 d=1 t=179711
long long 	龍龍	c=2 d=1 t=225997
long tou 	龍頭	c=4 d=1 t=275072
long xia 	龍蝦	c=0 d=0.1 t=230253
long xia wei 	龍蝦尾	c=1 d=1 t=230254
long xiong 	龍兄	c=1 d=1 t=242600
lou 	婁	c=0 d=0.1 t=3080
lou 	樓	c=34 d=2.38772e-05 t=299031
lou 	漏	c=55 d=4.5965 t=225543
lou 	露	c=1 d=1 t=101705
lou ceng 	樓層	c=6 d=1 t=292859
lou dao 	樓道	c=1 d=1 t=110812
lou dian 	漏點	c=2 d=1.93707 t=218394
lou ding 	樓頂	c=11 d=1.02075 t=234633
lou dong 	漏洞	c=2 d=1.50916 t=249248
lou gu 	露骨	c=1 d=1 t=113319
lou hao 	樓號	c=1 d=1 t=193336
