# Rime user dictionary
#@/db_name	rime_mint
#@/db_type	userdb
#@/rime_version	1.7.3
#@/tick	331009
#@/user_id	SyncTemp
a 	啊	c=1139 d=1.2665 t=331009
pang ting 	旁听	c=1 d=5.39612e-08 t=331009
pang wu 	旁骛	c=1 d=8.95356e-171 t=331009
pang xie 	螃蟹	c=1 d=0 t=331009
pang zi 	胖子	c=1 d=3.70849e-213 t=331009
pao 	泡	c=5 d=3.12244e-160 t=331009
pao 	袍	c=1 d=6.03389e-175 t=331009
pao 	跑	c=31 d=6.9623e-06 t=331009
pao chu 	抛出	c=3 d=1.15266e-320 t=331009
pao diao 	跑调	c=2 d=0 t=331009
pao fu 	泡芙	c=1 d=0 t=331009
pao lu 	跑路	c=6 d=3.10727e-160 t=331009
pao mo 	泡馍	c=1 d=0 t=331009
pao pao 	泡泡	c=0 d=0 t=331009
pao pao lu 	泡泡噜	c=1 d=0 t=331009
pao pian 	跑偏	c=2 d=0 t=331009
pao pian 	跑片	c=1 d=0 t=331009
pao qi 	抛弃	c=3 d=1.68055e-158 t=331009
pao qi lai 	跑起来	c=1 d=0 t=331009
pao tiao 	跑调	c=1 d=0 t=331009
pao tong 	跑通	c=4 d=3.85309e-15 t=331009
pao xian 	炮线	c=1 d=0 t=331009
pao xian 	飑线	c=1 d=0 t=331009
pao yi xia 	跑一下	c=1 d=0 t=331009
pei 	培	c=2 d=0 t=331009
pei 	赔	c=10 d=1.36048e-120 t=331009
pei 	配	c=116 d=0.000490542 t=331009
pei bu liao 	配不了	c=1 d=3.65304e-271 t=331009
pei bu qi 	赔不起	c=0 d=7.80141e-316 t=331009
pei cai 	配菜	c=2 d=2.93808e-308 t=331009
pei cang 	配仓	c=1 d=0 t=331009
pei chang 	赔偿	c=25 d=3.19635e-53 t=331009
pei chang jin 	赔偿金	c=4 d=4.32526e-171 t=331009
pei cuo 	赔错	c=3 d=1.44872e-287 t=331009
pei dai li 	配代理	c=1 d=0 t=331009
pei dao 	陪到	c=1 d=1.29035e-234 t=331009
pei de 	配的	c=2 d=0 t=331009
pei dian 	配电	c=1 d=3.7789e-199 t=331009
pei dian gui 	配电柜	c=28 d=0 t=331009
pei dian gun 	配电棍	c=1 d=0 t=331009
pei dian hui 	配电汇	c=1 d=0 t=331009
pei dian shi 	配电室	c=24 d=5.19535e-150 t=331009
pei dian shi kan ban 	配电室看板	c=1 d=0 t=331009
pei dui 	配对	c=1 d=0 t=331009
pei fa 	配发	c=1 d=9.9164e-108 t=331009
pei fen 	配分	c=1 d=2.03492e-211 t=331009
pei fu 	佩服	c=2 d=3.33376e-97 t=331009
pei fu 	赔付	c=1 d=1.14662e-227 t=331009
pei gen 	培根	c=2 d=4.34128e-96 t=331009
pei hao 	配好	c=1 d=7.86182e-200 t=331009
pei hao le 	配好了	c=1 d=2.81076e-305 t=331009
pei he 	配合	c=84 d=5.14449e-05 t=331009
pei ka pian 	配卡片	c=1 d=0 t=331009
pei lie 	配列	c=7 d=1.42733 t=331009
pei ming 	培明	c=59 d=0 t=331009
pei ming he 	培明和	c=1 d=0 t=331009
pei pi 	妃匹	c=1 d=6.60726e-96 t=331009
pei se 	配色	c=2 d=7.4092e-32 t=331009
pei si 	陪祀	c=1 d=2.66476e-207 t=331009
pei song 	配送	c=3 d=2.61053e-206 t=331009
pei song fei 	配送费	c=1 d=3.95675e-240 t=331009
pei song yuan 	配宋元	c=1 d=3.68423e-224 t=331009
pei song yuan 	配送员	c=2 d=1.57966e-26 t=331009
pei xia 	配下	c=1 d=0 t=331009
pei xun 	培训	c=7 d=1.2853e-41 t=331009
pei yao 	配药	c=1 d=0 t=331009
pei yi xia 	配一下	c=4 d=1.019e-133 t=331009
pei yin 	配音	c=1 d=3.33009e-94 t=331009
pei yin 	陪音	c=2 d=3.31348e-94 t=331009
pei yu 	培育	c=1 d=3.99069e-311 t=331009
pei yue 	配乐	c=1 d=8.57597e-311 t=331009
pei zhang e 	配帐额	c=1 d=0 t=331009
pei zhi 	配置	c=639 d=1.45222e-07 t=331009
pei zhi 	配制	c=5 d=0.852144 t=331009
pei zhi de 	配置的	c=3 d=0 t=331009
pei zhi guo 	配置过	c=2 d=1.46428e-16 t=331009
pei zhi mian ban 	配置面板	c=2 d=5.90631e-12 t=331009
pei zhi pei zhi 	配置配置	c=1 d=0 t=331009
pei zhi wen jian 	配置文件	c=5 d=5.33391e-48 t=331009
pei zhi xiang 	配置项	c=3 d=3.92585e-30 t=331009
pei zhi ye mian 	配置页面	c=1 d=0 t=331009
pei zhi zhong xin 	配置中心	c=1 d=0 t=331009
pen 	喷	c=8 d=0.927743 t=331009
pen 	盆	c=0 d=8.24217e-198 t=331009
pen duan 	喷端	c=4 d=6.4903e-33 t=331009
pen ti 	喷嚏	c=1 d=0 t=331009
pen ye 	喷液	c=1 d=0 t=331009
peng 	碰	c=24 d=0.0132426 t=331009
peng 	鹏	c=8 d=6.03486e-30 t=331009
peng dao 	碰倒	c=2 d=1.70356e-33 t=331009
peng dao guo 	碰到过	c=1 d=2.1094e-134 t=331009
peng hao 	鹏昊	c=1 d=0 t=331009
peng hua 	鹏华	c=0 d=1.44578e-132 t=331009
peng lai 	蓬莱	c=2 d=4.54476e-130 t=331009
peng peng 	鹏鹏	c=1 d=0 t=331009
peng shang 	碰上	c=1 d=1 t=325845
peng yi peng 	碰一碰	c=1 d=0 t=331009
peng yi xia 	碰一下	c=1 d=1.0241e-133 t=331009
peng you 	朋友	c=14 d=9.12629e-43 t=331009
peng you quan 	朋友圈	c=1 d=5.18685e-72 t=331009
peng you qun 	朋友群	c=1 d=2.3014e-247 t=331009
peng zhuang 	碰撞	c=2 d=2.96508e-07 t=331009
pi 	屁	c=6 d=0.00377257 t=331009
pi 	批	c=13 d=4.27513e-10 t=331009
pi 	皮	c=1 d=1.4822e-323 t=331009
pi ci 	批次	c=0 d=0.1 t=323344
pi ci hao 	批次号	c=4 d=2.12042 t=324331
pi dai 	皮带	c=2 d=0 t=331009
pi dai cheng 	皮带秤	c=2 d=0 t=331009
pi gu 	屁股	c=1 d=7.99468e-15 t=331009
pi jin 	皮筋	c=1 d=9.24225e-162 t=331009
pi li pa la 	霹雳啪啦	c=1 d=1 t=307357
pi liang 	批量	c=69 d=3.89827e-40 t=331009
pi liang cao zun 	批量草尊	c=1 d=0 t=331009
pi liang cao zuo 	批量操作	c=1 d=0 t=331009
pi liao 	坯料	c=1 d=0 t=331009
pi long 	罢癃	c=4 d=0 t=331009
pi long de 	罢癃的	c=1 d=0 t=331009
pi neng 	俾能	c=0 d=0 t=331009
pi pei 	匹配	c=100 d=6.14458e-06 t=331009
pi pei qi 	匹配器	c=1 d=3.93845e-68 t=331009
pi pei xiang 	匹配项	c=2 d=0 t=331009
pi pi 	屁屁	c=2 d=0.0100017 t=331009
pi shi 	屁事	c=1 d=0 t=331009
pi tao 	皮套	c=2 d=4.34239e-230 t=331009
pi tao yan yuan 	皮套演员	c=1 d=4.35788e-229 t=331009
pi yan 	屁眼	c=1 d=2.26413e-202 t=331009
pi yi 	皮衣	c=3 d=1.31293e-58 t=331009
pi yi xia 	批一下	c=1 d=3.15648e-23 t=331009
pi zhu 	批注	c=1 d=0 t=331009
pi zhun 	批准	c=4 d=6.85471e-21 t=331009
pi zi 	皮子	c=1 d=4.90817e-276 t=331009
pian 	偏	c=5 d=9.16082e-58 t=331009
pian 	片	c=3 d=0 t=331009
pian 	篇	c=4 d=0 t=331009
pian 	骗	c=1 d=1 t=308110
pian cha 	偏差	c=1 d=0.272532 t=331009
pian di 	偏低	c=2 d=0 t=331009
pian duan 	片断	c=3 d=2.00399e-31 t=331009
pian gao 	偏高	c=2 d=0 t=331009
pian hao 	偏好	c=1 d=1.43858e-279 t=331009
pian ke 	偏科	c=1 d=1 t=304741
pian li 	偏离	c=0 d=0 t=331009
pian li de 	偏离的	c=1 d=0 t=331009
pian mian 	片面	c=1 d=0 t=331009
pian se 	偏色	c=1 d=0 t=331009
pian se 	篇色	c=1 d=0 t=331009
pian wei 	片尾	c=2 d=2.4603e-172 t=331009
pian yi 	便宜	c=38 d=4.47392e-10 t=331009
pian yi ge 	便宜个	c=1 d=0 t=331009
pian yi liang 	偏移量	c=6 d=7.60103e-28 t=331009
pian zi 	骗子	c=3 d=0.522046 t=331009
piao 	朴	c=3 d=0 t=331009
piao 	票	c=12 d=2.88406e-06 t=331009
piao 	飘	c=8 d=5.61407e-62 t=331009
piao chuang 	飘窗	c=2 d=0 t=331009
piao duan 	票段	c=1 d=0 t=331009
piao yin ji 	朴银姬	c=1 d=0 t=331009
pie 	撇	c=2 d=0 t=331009
pin 	拼	c=34 d=0.00510964 t=331009
pin che 	拼车	c=7 d=2.12119e-60 t=331009
pin cuo 	拼错	c=2 d=6.15826e-266 t=331009
pin fan 	频繁	c=3 d=7.329e-51 t=331009
pin jie 	拼接	c=12 d=1.96116e-05 t=331009
pin lv 	频率	c=3 d=4.53403e-115 t=331009
pin pai 	品牌	c=10 d=1.66497e-174 t=331009
pin pian 	拼篇	c=1 d=1.16987e-316 t=331009
pin qi lai 	拼起来	c=1 d=0 t=331009
pin sheng 	品胜	c=2 d=2.6167e-279 t=331009
pin xie 	拼写	c=5 d=2.83096e-66 t=331009
pin yin 	拼音	c=2 d=0.67032 t=331009
pin yong 	聘用	c=1 d=3.98209e-80 t=331009
pin zhong 	品种	c=2 d=7.98229e-311 t=331009
pin zuo 	拼坐	c=1 d=1.66072e-60 t=331009
ping 	屏	c=7 d=0.0225956 t=331009
ping 	平	c=25 d=3.19482e-18 t=331009
ping 	瓶	c=1 d=0 t=331009
ping 	评	c=14 d=2.46238e-72 t=331009
ping an 	平安	c=0 d=1.35194e-166 t=331009
ping ban 	平板	c=1 d=1.33862e-78 t=331009
ping bi 	屏蔽	c=17 d=9.87598e-60 t=331009
ping chang xin 	平常心	c=1 d=5.21218e-188 t=331009
ping di 	平地	c=0 d=6.00827e-126 t=331009
ping ding 	平顶	c=2 d=1.45545e-184 t=331009
ping fan 	平凡	c=0 d=5.13458e-189 t=331009
ping fan xin 	平凡心	c=1 d=5.16031e-188 t=331009
ping fang 	平方	c=2 d=4.5544e-101 t=331009
ping fang 	苹方	c=1 d=6.56968e-264 t=331009
ping fang mi 	平方米	c=1 d=0 t=331009
ping fen 	评分	c=14 d=4.53169e-101 t=331009
ping gan 	评干	c=1 d=4.70594e-280 t=331009
ping gu 	评估	c=32 d=1.41084e-41 t=331009
ping gu biao 	评估表	c=1 d=1.03739e-167 t=331009
ping guo 	苹果	c=97 d=0.171187 t=331009
ping ji 	评级	c=1 d=0 t=331009
ping jia 	评价	c=29 d=6.93112e-12 t=331009
ping jing 	平静	c=1 d=0 t=331009
ping jun 	平均	c=15 d=1.43967e-81 t=331009
ping jun zhi 	平均值	c=1 d=0 t=331009
ping lun 	评论	c=30 d=5.0751e-51 t=331009
ping lv 	平率	c=1 d=3.19876e-150 t=331009
ping mi 	平米	c=2 d=3.94926e-150 t=331009
ping mian tu 	平面图	c=2 d=1.0825e-17 t=331009
ping mu 	屏幕	c=26 d=4.47577e-102 t=331009
ping mu mo 	屏幕膜	c=3 d=0 t=331009
ping pu 	平铺	c=11 d=2.84195e-45 t=331009
ping shan 	屏山	c=1 d=0 t=331009
ping shen 	评审	c=36 d=1.60076e-35 t=331009
ping shen me 	凭什么	c=2 d=9.70053e-55 t=331009
ping shen wen dang 	评审文档	c=1 d=0 t=331009
ping shi 	平时	c=12 d=0.353455 t=331009
ping tai 	平台	c=35 d=9.28217e-07 t=331009
ping tan 	平摊	c=1 d=1 t=305108
ping xin 	平薪	c=1 d=1 t=310141
ping zheng 	凭证	c=2 d=9.53082e-112 t=331009
ping zhuang 	平庄	c=1 d=2.75872e-56 t=331009
ping zi 	瓶子	c=1 d=1 t=314902
po 	珀	c=1 d=1.27503e-123 t=331009
po 	破	c=18 d=3.23067e-61 t=331009
po bu ji dai 	迫不及待	c=2 d=3.53555e-210 t=331009
po chan 	破产	c=1 d=2.24991e-128 t=331009
po di 	破地	c=1 d=5.95717e-54 t=331009
po ding 	坡顶	c=1 d=7.75426e-185 t=331009
po huai 	破坏	c=2 d=2.17202e-184 t=331009
po huai xing 	破坏性	c=1 d=9.8284e-62 t=331009
po huan 	破换	c=1 d=0 t=331009
po huan xing 	破换性	c=1 d=0 t=331009
po jie 	破解	c=12 d=0.00719046 t=331009
po jie ban 	破解版	c=1 d=0 t=331009
po lan 	破烂	c=1 d=0 t=331009
po meng 	破梦	c=1 d=7.61829e-124 t=331009
po shi 	破事	c=1 d=0 t=331009
po shi 	迫视	c=1 d=0 t=331009
po tian 	破天	c=0 d=0 t=331009
po wan yi 	破玩意	c=2 d=5.59527e-287 t=331009
po xian 	坡县	c=1 d=1 t=300706
pu 	圃	c=2 d=6.42442e-60 t=331009
pu 	普	c=1 d=1 t=303751
pu 	铺	c=45 d=4.82836e-43 t=331009
pu bian 	普遍	c=1 d=3.80776e-24 t=331009
pu bian xian xiang 	普遍现象	c=1 d=1 t=299742
pu de 	铺的	c=1 d=1.90692e-182 t=331009
pu di nuan 	铺地暖	c=1 d=3.96725e-183 t=331009
pu fa 	浦发	c=1 d=2.64625e-272 t=331009
pu fang shui 	铺防水	c=1 d=3.18986e-176 t=331009
pu guo 	铺过	c=1 d=1 t=299404
pu hao 	铺好	c=1 d=2.13271e-175 t=331009
pu hou 	铺后	c=1 d=1.75033e-174 t=331009
pu ji 	普及	c=2 d=2.98654e-19 t=331009
pu jian 	蒲剑	c=1 d=0 t=331009
pu pu 	噗噗	c=0 d=7.27121e-194 t=331009
pu pu 	铺铺	c=1 d=1 t=322917
pu tao 	葡萄	c=4 d=1.04134e-06 t=331009
pu tao you 	葡萄柚	c=1 d=3.19019e-236 t=331009
pu tong 	普通	c=50 d=5.05706e-06 t=331009
pu tong dui xiang 	普通对象	c=1 d=0 t=331009
pu tong han shu 	普通函数	c=1 d=0 t=331009
pu tong ren 	普通人	c=1 d=6.86082e-186 t=331009
pu xia lai 	扑下来	c=1 d=2.74787e-186 t=331009
pu yong 	蹼泳	c=1 d=0 t=331009
qi 	七	c=7 d=5.28191e-21 t=331009
qi 	企	c=0 d=2.39367e-93 t=331009
qi 	其	c=67 d=4.87971e-21 t=331009
qi 	启	c=37 d=7.75312e-07 t=331009
qi 	器	c=24 d=5.02088e-13 t=331009
qi 	奇	c=0 d=3.00317e-144 t=331009
qi 	期	c=18 d=4.78512e-06 t=331009
qi 	气	c=5 d=2.81666e-124 t=331009
qi 	漆	c=1 d=9.4969e-218 t=331009
qi 	琦	c=1 d=1.84621e-125 t=331009
qi 	起	c=31 d=1.34813e-13 t=331009
qi 	骑	c=2 d=2.34627e-92 t=331009
qi 	齐	c=1 d=1.52199e-183 t=331009
qi ai 	凄哀	c=1 d=0 t=331009
qi bing 	奇兵	c=0 d=8.82354e-147 t=331009
qi bu lai 	起不来	c=3 d=2.60044e-08 t=331009
qi bu shi 	岂不是	c=1 d=2.44294e-67 t=331009
qi cha cha 	企查查	c=1 d=2.40567e-92 t=331009
qi che 	汽车	c=7 d=1.73509e-130 t=331009
qi che piao 	汽车票	c=1 d=0 t=331009
qi ci 	七次	c=2 d=2.29436e-211 t=331009
qi ci 	其次	c=2 d=2.30586e-211 t=331009
qi da 	七大	c=1 d=8.36612e-108 t=331009
qi dai 	期待	c=10 d=7.95268e-100 t=331009
qi dao 	起到	c=2 d=2.1074e-211 t=331009
qi dian 	七点	c=1 d=0 t=331009
qi dian 	起点	c=1 d=0 t=331009
qi dong 	启动	c=64 d=4.24096e-07 t=331009
qi duan 	气短	c=1 d=0 t=331009
qi e 	企鹅	c=1 d=0 t=331009
qi fang 	期房	c=3 d=1.73456e-97 t=331009
qi fei 	起飞	c=1 d=1.97886e-59 t=331009
qi fu ren 	欺负人	c=1 d=0 t=331009
qi fu wu 	启服务	c=1 d=1.78898e-225 t=331009
qi guai 	奇怪	c=21 d=7.5805e-60 t=331009
qi guai le 	奇怪了	c=1 d=0 t=331009
qi guan 	奇观	c=8 d=6.85587e-60 t=331009
qi hao 	旗号	c=1 d=1.15645e-298 t=331009
qi hao le 	起好了	c=1 d=1.16225e-298 t=331009
qi hou 	其后	c=0 d=9.11328e-86 t=331009
qi huan 	奇幻	c=1 d=1.64886e-236 t=331009
qi huo 	齐活	c=1 d=0 t=331009
qi ji 	奇迹	c=1 d=0 t=331009
qi jian 	期间	c=62 d=1.28685e-12 t=331009
qi jian 	起见	c=3 d=7.14707e-20 t=331009
qi jian dian 	旗舰店	c=1 d=0 t=331009
qi lai 	起来	c=27 d=0.00096827 t=331009
qi le 	起了	c=1 d=5.41312e-280 t=331009
qi le ge guai 	奇了个怪	c=1 d=3.01822e-143 t=331009
qi le guai 	奇了怪	c=1 d=1 t=299455
qi lv zhao ma 	骑驴找马	c=11 d=0.292293 t=331009
qi ma 	起码	c=3 d=1.57908e-51 t=331009
qi miao 	奇妙	c=1 d=5.74976e-138 t=331009
qi miao ye 	奇妙夜	c=1 d=5.77858e-137 t=331009
qi mo tuo 	骑摩托	c=2 d=5.94564e-90 t=331009
qi nang 	气囊	c=1 d=2.56046e-296 t=331009
qi pa 	奇葩	c=3 d=2.50472e-243 t=331009
qi qi 	气气	c=1 d=0 t=331009
qi qian 	七千	c=1 d=0 t=331009
qi qin 	齐秦	c=7 d=1.26944e-42 t=331009
qi shi 	七十	c=0 d=0.1 t=303182
qi shi 	其实	c=18 d=1.04865 t=331009
qi shi 	启始	c=1 d=1.34557e-227 t=331009
qi shi 	骑士	c=2 d=1.5245e-238 t=331009
qi shi duo 	七十多	c=2 d=1 t=307116
qi shi hen ji mo 	其实很寂默	c=1 d=2.47221e-207 t=331009
qi shi zuo biao 	起始坐标	c=1 d=0 t=331009
qi shou 	骑手	c=1 d=5.5916e-103 t=331009
qi shui 	契税	c=2 d=4.31609e-57 t=331009
qi shuo 	祁朔	c=22 d=0 t=331009
qi si 	气死	c=2 d=0.11475 t=331009
qi si ren 	气死人	c=1 d=9.34141e-23 t=331009
qi si wo 	气死我	c=1 d=0 t=331009
qi su 	起诉	c=12 d=1.68259e-137 t=331009
qi ta 	其他	c=363 d=0.677761 t=331009
qi ta de 	其他的	c=1 d=4.77896e-79 t=331009
qi ta jia 	其他家	c=1 d=1.80082e-185 t=331009
qi ta ren 	其他人	c=2 d=4.54618e-21 t=331009
qi tei 	启忒	c=2 d=1.4768e-263 t=331009
qi teng ai 	启疼爱	c=1 d=0 t=331009
qi wang 	期望	c=24 d=4.24835e-19 t=331009
qi wang xin zi 	期望薪资	c=1 d=4.32036e-98 t=331009
qi wen 	气温	c=3 d=4.52069e-127 t=331009
qi xia 	旗下	c=1 d=2.99583e-173 t=331009
qi xian 	期限	c=6 d=2.20602e-14 t=331009
qi ye 	企业	c=27 d=0.000944363 t=331009
qi ye jia 	企业家	c=1 d=7.52966e-104 t=331009
qi ye wang zhan 	企业网站	c=1 d=4.01638e-122 t=331009
qi ye wen hua 	企业文化	c=6 d=3.58201e-99 t=331009
qi yi 	奇异	c=0 d=2.24527e-281 t=331009
qi yi bo shi 	奇异博士	c=2 d=4.54715e-280 t=331009
qi yi xia 	起一下	c=1 d=0 t=331009
qi yin 	起因	c=2 d=0 t=331009
qi yin 	起音	c=1 d=0 t=331009
qi yong 	启用	c=22 d=5.34789e-20 t=331009
qi yong 	弃用	c=0 d=2.92746e-314 t=331009
qi yong jin yong 	启用禁用	c=1 d=1.09371e-230 t=331009
qi you 	七友	c=2 d=7.47355e-163 t=331009
qi yu 	其余	c=6 d=4.3274e-29 t=331009
qi yuan 	起源	c=2 d=6.72126e-62 t=331009
qi yue 	七月	c=4 d=1.79843e-46 t=331009
qi yue er shi er 	七月二十二	c=1 d=0 t=331009
qi yue fen 	七月份	c=1 d=0 t=331009
qi zha 	欺诈	c=1 d=3.76988e-24 t=331009
qi zheng dian 	启征点	c=1 d=1.8561e-129 t=331009
qi zheng dian 	起征点	c=1 d=1.89359e-129 t=331009
qi zhong 	其中	c=38 d=0.0219278 t=331009
qi zhong de 	其中的	c=1 d=7.24574e-93 t=331009
qi zhong zhi yi 	其中之一	c=3 d=9.23588e-07 t=331009
qi zi 	妻子	c=1 d=0 t=331009
qi zong zui 	七宗罪	c=1 d=1.08913e-122 t=331009
qi zu 	起租	c=2 d=0 t=331009
qi zuo yong 	起作用	c=1 d=0 t=331009
qi zuo you 	器左右	c=1 d=0 t=331009
qia 	卡	c=2 d=0 t=331009
qia dang 	恰当	c=1 d=0 t=331009
qia er 	卡尔	c=1 d=0 t=331009
qia er tiao 	卡尔条	c=1 d=0 t=331009
qia er ting 	卡尔停	c=1 d=0 t=331009
qia er ting shi qia er ting shi chuo po 	卡尔停驶卡尔停驶戳破	c=1 d=0 t=331009
qia hao 	恰好	c=1 d=0 t=331009
qia lai kan song de er pan 	卡来看颂德耳畔	c=1 d=0 t=331009
qia o 	卡哦	c=1 d=0 t=331009
qia qia 	卡卡	c=0 d=0 t=331009
qia qia qu 	卡卡去	c=1 d=0 t=331009
qia zhi yi suan 	掐指一算	c=1 d=9.50113e-281 t=331009
qian 	前	c=91 d=7.12822e-05 t=331009
qian 	千	c=10 d=0.00739031 t=331009
qian 	嵌	c=1 d=1.48632e-221 t=331009
qian 	欠	c=9 d=3.67868e-30 t=331009
qian 	浅	c=3 d=2.09609e-90 t=331009
qian 	签	c=57 d=9.053e-07 t=331009
qian 	谦	c=1 d=0 t=331009
qian 	迁	c=7 d=2.90668e-53 t=331009
qian 	钱	c=73 d=0.323414 t=331009
qian bao 	钱包	c=35 d=4.83321e-06 t=331009
qian bao zi 	钱包子	c=2 d=3.71714e-117 t=331009
qian cao 	浅槽	c=61 d=0 t=331009
qian cao fen xuan 	浅槽分选	c=1 d=0 t=331009
qian cao mi kong 	浅槽密控	c=22 d=0 t=331009
qian ceng 	千层	c=1 d=1.25405e-310 t=331009
qian ceng 	浅层	c=1 d=0 t=331009
qian chai 	迁拆	c=1 d=0 t=331009
qian che 	牵扯	c=1 d=0 t=331009
qian ci 	遣词	c=1 d=0 t=331009
qian dai 	前代	c=1 d=0 t=331009
qian de 	干的	c=3 d=4.56453e-274 t=331009
qian de 	签的	c=1 d=7.66691e-140 t=331009
qian de ren 	前的人	c=8 d=1.31126e-41 t=331009
qian ding 	签订	c=1 d=1 t=305776
qian duan 	前端	c=507 d=0.261199 t=331009
qian duan kai fa 	前端开发	c=1 d=0 t=331009
qian duan shi jian 	前段时间	c=2 d=1.08285e-54 t=331009
qian dui 	干兑	c=4 d=2.05535e-64 t=331009
qian duo 	钱多	c=1 d=1 t=322655
qian fei 	欠费	c=2 d=1.16652e-253 t=331009
qian fen zhi 	千分之	c=1 d=2.87335e-35 t=331009
qian gong si 	前公司	c=1 d=1.26422e-23 t=331009
qian gong zi 	欠工资	c=1 d=1 t=306380
qian guo lai 	迁过来	c=1 d=0 t=331009
qian hao 	签好	c=1 d=0 t=331009
qian he tong 	签合同	c=2 d=2.43912e-78 t=331009
qian hou 	前后	c=4 d=0.000311976 t=331009
qian hou duan 	前后端	c=19 d=1.89386e-13 t=331009
qian hou tai 	前后台	c=1 d=0.0031354 t=331009
qian hou tai 	钱后台	c=1 d=0.00311976 t=331009
qian ji tian 	前几天	c=7 d=2.25543e-98 t=331009
qian jia le 	钱嘉乐	c=1 d=0 t=331009
qian jian 	迁建	c=1 d=0 t=331009
qian jin 	前进	c=1 d=0 t=331009
qian kao bei 	浅拷贝	c=1 d=2.1066e-89 t=331009
qian kun 	乾坤	c=3 d=0 t=331009
qian le 	欠了	c=1 d=3.40116e-19 t=331009
qian le 	签了	c=1 d=1.26888e-125 t=331009
qian li 	潜力	c=1 d=6.94608e-243 t=331009
qian liang ge 	前两个	c=1 d=1.20758e-160 t=331009
qian liang nian 	前两年	c=4 d=8.70987e-23 t=331009
qian mian 	前面	c=39 d=0.00208305 t=331009
qian mian de 	前面的	c=1 d=0 t=331009
qian ming 	签名	c=22 d=1.6247e-06 t=331009
qian neng 	潜能	c=1 d=0 t=331009
qian nian 	前年	c=3 d=4.13533e-321 t=331009
qian nian 	千年	c=1 d=0 t=331009
qian nv 	倩女	c=3 d=0 t=331009
qian nv you hun 	倩女幽魂	c=2 d=1.06645e-286 t=331009
qian qi 	前期	c=1 d=8.3128e-121 t=331009
qian qi 	牵起	c=1 d=8.27134e-121 t=331009
qian qian 	千千	c=2 d=0 t=331009
qian qian 	欠钱	c=3 d=3.77771e-19 t=331009
qian ru 	嵌入	c=12 d=9.27257e-109 t=331009
qian ru shi 	嵌入式	c=2 d=1.95123 t=308458
qian se 	浅色	c=3 d=7.21684e-45 t=331009
qian shou 	牵手	c=1 d=6.82102e-147 t=331009
qian shou 	签收	c=5 d=0.000322568 t=331009
qian shou dan 	签收单	c=3 d=3.92468e-115 t=331009
qian shu 	签署	c=5 d=6.50024e-51 t=331009
qian ta 	前他	c=1 d=0 t=331009
qian tai 	前台	c=3 d=1.3552e-17 t=331009
qian tao 	嵌套	c=22 d=0.000138565 t=331009
qian ti 	前提	c=5 d=0.499074 t=331009
qian tian 	前天	c=7 d=7.78883e-61 t=331009
qian tiao 	欠条	c=3 d=9.56944e-05 t=331009
qian tong shi 	前同事	c=2 d=1.00008 t=306305
qian wan 	千万	c=4 d=3.95892e-61 t=331009
qian xie 	前些	c=2 d=1.1728e-81 t=331009
qian xie zhen zi 	前些阵子	c=1 d=0 t=331009
qian xin 	欠薪	c=1 d=1 t=307189
qian yan 	前沿	c=1 d=0 t=331009
qian yan 	前言	c=2 d=4.0391e-12 t=331009
qian ye 	千叶	c=1 d=1.87073e-45 t=331009
qian yi 	千亿	c=1 d=3.67647e-258 t=331009
qian yi 	迁移	c=22 d=6.61401e-108 t=331009
qian yi ci 	前一次	c=1 d=0 t=331009
qian yi ge 	前一个	c=7 d=3.43691e-06 t=331009
qian yi tian 	前一天	c=1 d=1 t=325770
qian yuan 	千元	c=1 d=0 t=331009
qian yuan ji 	千元机	c=1 d=0 t=331009
qian yue 	签约	c=1 d=4.84937e-105 t=331009
qian zai 	潜在	c=2 d=1.51902e-36 t=331009
qian zhang 	签章	c=1 d=1 t=300301
qian zhao 	前兆	c=1 d=9.02729e-238 t=331009
qian zhao 	千兆	c=5 d=6.36828e-45 t=331009
qian zhe 	前者	c=2 d=4.06198e-49 t=331009
qian zhe 	牵着	c=1 d=5.24778e-268 t=331009
qian zhen 	前镇	c=1 d=8.94259e-322 t=331009
qian zhi 	前置	c=4 d=3.02891e-67 t=331009
qian zhi guo lv qi 	前置过滤器	c=1 d=5.24365e-200 t=331009
qian zhuan 	前传	c=1 d=2.42715e-314 t=331009
qian zhui 	前缀	c=24 d=3.99334e-25 t=331009
qian zi 	签字	c=7 d=2.82374e-36 t=331009
qiang 	强	c=26 d=3.40662e-11 t=331009
qiang 	抢	c=170 d=0.454082 t=331009
qiang 	墙	c=36 d=7.58619e-45 t=331009
qiang bu dao 	抢不到	c=4 d=0.157237 t=331009
qiang chang 	墙长	c=12 d=0 t=331009
qiang dao 	抢到	c=24 d=0.00362464 t=331009
qiang diao 	强调	c=4 d=3.98479 t=309740
qiang du 	强度	c=4 d=1.45722e-18 t=331009
qiang duo le 	强多了	c=1 d=0 t=331009
qiang gou 	抢购	c=1 d=0 t=331009
qiang gu 	墙固	c=2 d=1.08732e-220 t=331009
qiang gu 	墙故	c=1 d=0 t=331009
qiang hong bao 	抢红包	c=1 d=1.78127e-233 t=331009
qiang hou 	墙厚	c=5 d=0 t=331009
qiang hua 	强化	c=1 d=0 t=331009
qiang huan cun 	强缓存	c=1 d=5.47138e-112 t=331009
qiang jian 	强奸	c=1 d=1.57399e-160 t=331009
qiang jiao 	墙角	c=1 d=2.86097e-43 t=331009
qiang jing 	抢镜	c=1 d=3.22754e-314 t=331009
